vintage,grade,dr_12m,dr_24m,dr_36m,prepayment_rate,loan_count
2016Q1,B,0.0433002265202997,0.10329906487773712,0.13504094790033108,0.5637160945577046,34434.0
2016Q1,C,0.08714362560516406,0.1884413663259817,0.23830016137708446,0.5475389994620764,29744.0
2016Q1,D,0.1420881037227993,0.2809159147774661,0.33732656001213135,0.5089847600272954,13189.0
2016Q1,E,0.20086393088552915,0.3648758099352052,0.43075053995680346,0.4798866090712743,7408.0
2016Q1,F,0.2566787003610108,0.4541516245487365,0.5212996389891696,0.41949458483754515,2770.0
2016Q1,G,0.3447802197802198,0.5027472527472527,0.5521978021978022,0.3914835164835165,728.0
2016Q2,A,0.03042349505111147,0.07050137919844232,0.09110822651306182,0.8397695927308129,12326.0
2016Q2,B,0.06752639024921102,0.15562085101752096,0.18783327892044835,0.7565567526390249,18378.0
2016Q2,C,0.1118298925577994,0.23783540529898184,0.2832311413624346,0.6753107948472745,17777.0
2016Q2,D,0.17462563376960263,0.3329796014620917,0.38827968399952834,0.5771725032425421,8481.0
2016Q2,E,0.245981117632049,0.4108190865016586,0.4615973462618015,0.5100791018116867,3919.0
2016Q2,F,0.2935196950444727,0.4675984752223634,0.5260482846251588,0.45171537484116897,1574.0
2016Q2,G,0.3075356415478615,0.5376782077393075,0.5885947046843177,0.39918533604887985,491.0
2016Q3,A,0.030860349127182045,0.07060473815461346,0.08057980049875312,0.9189526184538653,6416.0
2016Q3,B,0.06861766405716388,0.1564650869542374,0.1786896443020018,0.8204697105028109,19033.0
2016Q3,C,0.12038009502375593,0.24291072768192049,0.27191797949487373,0.7256814203550888,19995.0
2016Q3,D,0.1778911210575622,0.33152909336941816,0.3630685958155512,0.6331841365670865,9607.0
2016Q3,E,0.23408190224570674,0.41003963011889033,0.4464993394980185,0.5492734478203435,3785.0
2016Q3,F,0.3094059405940594,0.5142326732673267,0.551980198019802,0.4436881188118812,1616.0
2016Q3,G,0.3348519362186788,0.5444191343963554,0.5740318906605922,0.4191343963553531,439.0
2016Q4,A,0.0349564951915738,0.07174477179056632,0.07586627995725843,0.9233704777896504,6551.0
2016Q4,B,0.07099143206854346,0.15206621204173223,0.15935186804219853,0.8388995745176896,17157.0
2016Q4,C,0.1214448827070791,0.2456923396304754,0.2550342536848661,0.7435644592069753,19268.0
2016Q4,D,0.1811762225969646,0.33368465430016864,0.3438026981450253,0.6535623946037099,9488.0
2016Q4,E,0.23642732049036777,0.4057209573847052,0.4162288382953882,0.5785172212492703,3426.0
2016Q4,F,0.32572992700729925,0.5036496350364964,0.510036496350365,0.4844890510948905,1096.0
2016Q4,G,0.36283185840707965,0.528023598820059,0.5457227138643068,0.4365781710914454,339.0
2017Q1,A,0.02915233966213186,0.06099566452384512,0.06204215876812678,0.9370608461653461,6689.0
2017Q1,B,0.0730763393534679,0.15025041736227046,0.15131279405069054,0.8472454090150251,13178.0
2017Q1,C,0.13505656323074006,0.2563357138342919,0.2582316880490425,0.7398723377362068,15823.0
2017Q1,D,0.19179115738644936,0.33604949449222876,0.33786026859815904,0.6588199788743021,6627.0
2017Q1,E,0.2430647291941876,0.39365918097754293,0.3949801849405548,0.6000660501981506,3028.0
2017Q1,F,0.2979274611398964,0.46459412780656306,0.46545768566493956,0.5259067357512953,1158.0
2017Q1,G,0.3423913043478261,0.4592391304347826,0.4592391304347826,0.5190217391304348,368.0
2017Q2,A,0.041149292520935604,0.07002598902685533,0.07002598902685533,0.9286745596303783,6926.0
2017Q2,B,0.10197609172969017,0.16621940310644873,0.16621940310644873,0.8324794665365536,12297.0
2017Q2,C,0.1617385577872901,0.26605202502469544,0.26605202502469544,0.7317089232795522,15185.0
2017Q2,D,0.2271794871794872,0.35094017094017094,0.35094017094017094,0.6447863247863248,5850.0
2017Q2,E,0.27773584905660376,0.40679245283018867,0.40679245283018867,0.5852830188679246,2650.0
2017Q2,F,0.3568075117370892,0.4863849765258216,0.4863849765258216,0.5014084507042254,1065.0
2017Q2,G,0.3715953307392996,0.4785992217898833,0.4785992217898833,0.5136186770428015,514.0
2017Q3,A,0.05118228075426519,0.06869200838072434,0.06869200838072434,0.9299610894941635,6682.0
2017Q3,B,0.11752717391304347,0.1546365489130435,0.1546365489130435,0.8433254076086957,11776.0
2017Q3,C,0.19982376465803564,0.26157391716938927,0.26157391716938927,0.7341557649291669,14753.0
2017Q3,D,0.2780599705063084,0.3594953301654924,0.3594953301654924,0.6347697853514664,6103.0
2017Q3,E,0.33756534727408516,0.4051530993278566,0.4051530993278566,0.5836445108289768,2678.0
2017Q3,F,0.35772357723577236,0.43205574912891986,0.43205574912891986,0.5516840882694541,861.0
2017Q3,G,0.4391959798994975,0.5105527638190954,0.5105527638190954,0.47035175879396984,995.0
2017Q4,A,0.06449165402124431,0.06783004552352048,0.06783004552352048,0.9294385432473444,6590.0
2017Q4,B,0.13985224707572338,0.1468294684998974,0.1468294684998974,0.849168889800944,9746.0
2017Q4,C,0.23579545454545456,0.24497377622377622,0.24497377622377622,0.7498907342657343,9152.0
2017Q4,D,0.3060468249957891,0.3196900791645612,0.3196900791645612,0.674077817079333,5937.0
2017Q4,E,0.3807982740021575,0.4029126213592233,0.4029126213592233,0.5836030204962244,1854.0
2017Q4,F,0.43716814159292033,0.45486725663716815,0.45486725663716815,0.5327433628318584,565.0
2017Q4,G,0.488,0.504,0.504,0.492,250.0
2018Q1,A,0.059609250398724084,0.05980861244019139,0.05980861244019139,0.9360047846889952,5016.0
2018Q1,B,0.13905038759689922,0.14001937984496124,0.14001937984496124,0.8549741602067183,6192.0
2018Q1,C,0.222850490603692,0.2241809412938633,0.2241809412938633,0.7698320306003659,6013.0
2018Q1,D,0.302145257172396,0.30240372189196174,0.30240372189196174,0.6869992246058413,3869.0
2018Q1,E,0.36300174520069806,0.36649214659685864,0.36649214659685864,0.6178010471204188,1146.0
2018Q1,F,0.4392156862745098,0.4392156862745098,0.4392156862745098,0.5490196078431373,255.0
